@relation lai-linha-weka.filters.unsupervised.attribute.Remove-R3-4

@attribute ndvi numeric
@attribute sowing_days numeric
@attribute lai numeric

@data
0.21007,91,0.120668
0.201057,91,0.120668
0.196482,91,0.120668
0.210154,91,0.120668
0.219685,91,0.120668
0.205415,91,0.120668
0.205444,91,0.120668
0.210136,91,0.120668
0.219356,91,0.120668
0.24722,91,0.120668
0.576065,91,0.848898
0.429004,91,0.144159
0.337085,91,0.120668
0.266095,91,0.120668
0.223886,91,0.120668
0.214712,91,0.120668
0.200917,91,0.120668
0.200845,91,0.120668
0.210154,91,0.120668
0.210172,91,0.120668
0.205386,91,0.120668
0.200696,91,0.120668
0.205473,91,0.120668
0.214773,91,0.120668
0.246846,91,0.120668
0.498801,91,0.496529
0.383798,91,0.120668
0.290194,91,0.120668
0.238592,91,0.120668
0.233754,91,0.120668
0.210154,91,0.120668
