@relation lai-linha-weka.filters.unsupervised.attribute.Remove-R3-4

@attribute ndvi numeric
@attribute sowing_days numeric
@attribute lai numeric

@data
0.709358,90,2.02346
0.709358,90,2.15853
0.711128,90,1.8884
0.701403,90,2.02346
0.693935,90,1.90601
0.697715,90,1.90601
0.685894,90,1.90601
0.683927,90,1.90601
0.675921,90,1.53015
0.685894,90,1.90601
0.672059,90,1.57713
0.67991,90,1.90601
0.676028,90,1.90601
0.681869,90,1.90601
0.689755,90,1.90601
0.699571,90,1.90601
0.693522,90,1.90601
0.699571,90,1.90601
0.697715,90,1.90601
0.699571,90,1.90601
0.699571,90,1.90601
0.703214,90,1.8884
0.707566,90,2.02346
0.701403,90,2.02346
0.714605,90,2.21139
0.710241,90,2.21139
0.711946,90,2.21139
0.730655,90,2.34648
0.704295,90,2.02346
0.699571,90,1.90601
0.67991,90,1.90601
0.670037,90,1.57713
0.675921,90,1.53015
0.665919,90,1.53015
0.597602,90,1.20127
0.658024,90,1.55364
0.670037,90,1.57713
0.687836,90,1.90601
0.677928,90,1.90601
0.699005,90,1.90601
0.708515,90,2.21139
0.708515,90,2.15853
0.710241,90,2.18497
0.722941,90,2.18497
0.716943,90,2.21139
0.726141,90,2.48154
0.706017,90,2.02346
0.695372,90,1.90601
0.674056,90,1.53015
0.667991,90,1.55364
0.710241,90,1.8884
0.706017,90,2.02346
0.709402,90,2.18497
0.71857,90,2.15853
0.720179,90,2.02346
0.715297,90,2.15853
0.691311,90,1.90601
0.706017,90,2.02346
0.694517,90,1.90601
0.703626,90,1.8884
0.694517,90,1.90601
0.700209,90,2.02346
0.66345,79,1.57713
0.684697,79,1.90601
0.684442,79,1.90601
0.670195,79,1.53015
0.684442,79,1.90601
0.651868,79,1.55364
0.678757,79,1.90601
0.728352,79,2.34648
0.69523,79,1.90601
0.665499,79,1.55364
0.732437,79,2.34648
0.74427,79,2.50797
0.708903,79,1.8884
0.691717,79,1.90601
0.74427,79,2.50797
0.722085,79,2.18497
0.728951,79,2.34648
0.745726,79,2.83098
0.7551,79,2.66947
0.759285,79,2.80454
0.760571,79,2.83098
0.763102,79,2.83098
0.764348,79,3.12756
0.761843,79,2.8574
0.764348,79,3.12756
0.763102,79,2.83098
0.768639,79,2.66947
0.75639,79,2.99247
0.753797,79,2.66947
0.7551,79,2.66947
0.769867,79,3.12756
0.761843,79,2.8574
0.768639,79,3.12756
0.761843,79,2.8574
0.747066,79,2.83098
0.760571,79,2.83098
0.768639,79,2.66947
0.767398,79,2.80454
0.766144,79,3.18042
0.763594,79,2.8574
0.741411,79,2.50797
0.751148,79,2.66947
0.760571,79,2.80454
0.768639,79,3.12756
0.766144,79,3.18042
0.762299,79,2.8574
0.721266,79,2.18497
0.757985,79,2.80454
0.766144,79,3.18042
0.764876,79,3.15398
0.757985,79,2.80454
0.76931,79,2.66947
0.709744,79,2.18497
0.755343,79,2.99247
0.757985,79,2.50797
0.757985,79,2.80454
0.766144,79,3.18042
0.764876,79,3.12756
0.693463,79,1.90601
0.752642,79,2.66947
0.756671,79,2.99247
0.757985,79,2.50797
0.774278,79,3.18042
0.766144,79,2.80454
0.766144,79,3.18042
0.748477,79,2.48154
0.762299,79,2.80454
0.756671,79,2.8574
0.757985,79,2.80454
0.759285,79,2.83098
0.760571,79,2.80454
0.735497,79,2.48154
0.754,79,2.66947
0.764876,79,2.99247
0.766144,79,3.12756
0.767398,79,2.80454
0.767398,79,2.80454
0.714796,79,2.18497
0.74427,79,2.50797
0.756671,79,2.99247
0.764876,79,2.99247
0.760571,79,2.80454
0.766144,79,3.12756
0.767398,79,2.8574
0.728352,79,2.18497
0.745676,79,2.50797
0.756671,79,2.8574
0.760571,79,2.80454
0.759285,79,2.83098
0.767398,79,2.83098
0.722837,79,2.34648
0.74427,79,2.50797
0.749802,79,2.66947
0.751148,79,2.66947
0.759285,79,2.80454
0.714796,79,2.18497
0.738487,79,2.66947
0.745676,79,2.50797
0.754,79,2.66947
0.53398,106,0.462194
0.56256,106,0.615497
0.550416,106,0.547472
0.498385,106,0.302293
0.481124,106,0.235946
0.455926,106,0.150927
0.436524,106,0.120668
0.547172,106,0.530031
0.628309,106,1.06641
0.661725,106,1.3559
0.688217,106,1.61822
0.694684,106,1.68695
0.677197,106,1.50541
0.665457,106,1.39104
0.657245,106,1.31449
0.640735,106,1.16892
0.638463,106,1.14973
0.599497,106,0.850704
0.520868,106,0.399487
0.461459,106,0.168453
0.421729,106,0.120668
0.624086,106,1.03291
0.671835,106,1.45243
0.699675,106,1.74131
0.714151,106,1.90555
0.718759,106,1.95993
0.712397,106,1.88511
0.71724,106,1.94189
0.715704,106,1.92376
0.71724,106,1.94189
0.714151,106,1.90555
0.709285,106,1.84922
0.715704,106,1.92376
0.706104,106,1.81302
0.667293,106,1.40853
0.624113,106,1.03311
0.558952,106,0.594831
0.507615,106,0.340668
0.525223,106,0.419806
0.666291,106,1.39896
0.69803,106,1.72326
0.710849,106,1.86721
0.718759,106,1.95993
0.718759,106,1.95993
0.720262,106,1.97789
0.720262,106,1.97789
0.725168,106,2.0373
0.726642,106,2.05539
0.718759,106,1.95993
0.723678,106,2.01913
0.71724,106,1.94189
0.726642,106,2.05539
0.730165,106,2.09904
0.715704,106,1.92376
0.712582,106,1.88726
0.692983,106,1.66869
0.655968,106,1.30284
0.636706,106,1.13503
0.600687,106,0.859028
0.512811,106,0.363199
0.676462,106,1.49808
0.715704,106,1.92376
0.726642,106,2.05539
0.725168,106,2.0373
0.726642,106,2.05539
0.725168,106,2.0373
0.725168,106,2.0373
0.726642,106,2.05539
0.726642,106,2.05539
0.728101,106,2.07339
0.726642,106,2.05539
0.725168,106,2.0373
0.726642,106,2.05539
0.73307,106,2.13551
0.731625,106,2.11732
0.731625,106,2.11732
0.715704,106,1.92376
0.714151,106,1.90555
0.717552,106,1.94559
0.709391,106,1.85044
0.672804,106,1.46192
0.602942,106,0.874937
0.486917,106,0.257447
0.676462,106,1.49808
0.715704,106,1.92376
0.726642,106,2.05539
0.725168,106,2.0373
0.726642,106,2.05539
0.725168,106,2.0373
0.725168,106,2.0373
0.726642,106,2.05539
0.726642,106,2.05539
0.728101,106,2.07339
0.726642,106,2.05539
0.725168,106,2.0373
0.726642,106,2.05539
0.73307,106,2.13551
0.731625,106,2.11732
0.731625,106,2.11732
0.715704,106,1.92376
0.714151,106,1.90555
0.717552,106,1.94559
0.709391,106,1.85044
0.672804,106,1.46192
0.602942,106,0.874937
0.486917,106,0.257447
0.689524,106,1.63196
0.715704,106,1.92376
0.712397,106,1.88511
0.729544,106,2.0913
0.729544,106,2.0913
0.721749,106,1.99577
0.720262,106,1.97789
0.726642,106,2.05539
0.73307,106,2.13551
0.731625,106,2.11732
0.726642,106,2.05539
0.73307,106,2.13551
0.731625,106,2.11732
0.73307,106,2.13551
0.739546,106,2.21837
0.73307,106,2.13551
0.73307,106,2.13551
0.723678,106,2.01913
0.715704,106,1.92376
0.725686,106,2.04364
0.725686,106,2.04364
0.707768,106,1.8319
0.681179,106,1.54555
0.597826,106,0.839091
0.477539,106,0.223018
0.714151,106,1.90555
0.720262,106,1.97789
0.732384,106,2.12686
0.729544,106,2.0913
0.732384,106,2.12686
0.729544,106,2.0913
0.720262,106,1.97789
0.731625,106,2.11732
0.73307,106,2.13551
0.731625,106,2.11732
0.730165,106,2.09904
0.731625,106,2.11732
0.73307,106,2.13551
0.739546,106,2.21837
0.742331,106,2.25466
0.742331,106,2.25466
0.738131,106,2.20008
0.727195,106,2.0622
0.717552,106,1.94559
0.725686,106,2.04364
0.720649,106,1.98253
0.717552,106,1.94559
0.701201,106,1.75815
0.662489,106,1.36305
0.56622,106,0.636869
0.44223,106,0.120668
0.709285,106,1.84922
0.721749,106,1.99577
0.729544,106,2.0913
0.724676,106,2.03129
0.72322,106,2.01357
0.728101,106,2.07339
0.73307,106,2.13551
0.731625,106,2.11732
0.731625,106,2.11732
0.731625,106,2.11732
0.725168,106,2.0373
0.728101,106,2.07339
0.7345,106,2.15362
0.740946,106,2.23656
0.742331,106,2.25466
0.740946,106,2.23656
0.731625,106,2.11732
0.720649,106,1.98253
0.702853,106,1.77652
0.719109,106,1.9641
0.727195,106,2.0622
0.720649,106,1.98253
0.725686,106,2.04364
0.694684,106,1.68695
0.650011,106,1.24936
0.527793,106,0.43203
0.728101,106,2.07339
0.73307,106,2.13551
0.725168,106,2.0373
0.726642,106,2.05539
0.725168,106,2.0373
0.731625,106,2.11732
0.725168,106,2.0373
0.73307,106,2.13551
0.726642,106,2.05539
0.73307,106,2.13551
0.735914,106,2.17163
0.740946,106,2.23656
0.742331,106,2.25466
0.731625,106,2.11732
0.728688,106,2.08066
0.720649,106,1.98253
0.728688,106,2.08066
0.727195,106,2.0622
0.730165,106,2.09904
0.727195,106,2.0622
0.710995,106,1.86889
0.687765,106,1.61348
0.606189,106,0.898165
0.440708,106,0.120668
0.728101,106,2.07339
0.729544,106,2.0913
0.73307,106,2.13551
0.73307,106,2.13551
0.731625,106,2.11732
0.725168,106,2.0373
0.73307,106,2.13551
0.725168,106,2.0373
0.730165,106,2.09904
0.73307,106,2.13551
0.73307,106,2.13551
0.737313,106,2.18955
0.742331,106,2.25466
0.7345,106,2.15362
0.728688,106,2.08066
0.731625,106,2.11732
0.738131,106,2.20008
0.738131,106,2.20008
0.730165,106,2.09904
0.731625,106,2.11732
0.722172,106,2.00087
0.720649,106,1.98253
0.701201,106,1.75815
0.654621,106,1.29062
0.521947,106,0.404478
0.725168,106,2.0373
0.726642,106,2.05539
0.735914,106,2.17163
0.735914,106,2.17163
0.726642,106,2.05539
0.725168,106,2.0373
0.725168,106,2.0373
0.723678,106,2.01913
0.722172,106,2.00087
0.728688,106,2.08066
0.730165,106,2.09904
0.731625,106,2.11732
0.735914,106,2.17163
0.746071,106,2.30403
0.739546,106,2.21837
0.730165,106,2.09904
0.730165,106,2.09904
0.736701,106,2.18169
0.731625,106,2.11732
0.723678,106,2.01913
0.730165,106,2.09904
0.730165,106,2.09904
0.727195,106,2.0622
0.715978,106,1.92698
0.682366,106,1.55765
0.585743,106,0.757942
0.4513,106,0.136748
0.725168,106,2.0373
0.7345,106,2.15362
0.737313,106,2.18955
0.729544,106,2.0913
0.726642,106,2.05539
0.726642,106,2.05539
0.728688,106,2.08066
0.728688,106,2.08066
0.720649,106,1.98253
0.720649,106,1.98253
0.727195,106,2.0622
0.730165,106,2.09904
0.739546,106,2.21837
0.738131,106,2.20008
0.731625,106,2.11732
0.731625,106,2.11732
0.730165,106,2.09904
0.736701,106,2.18169
0.728688,106,2.08066
0.722172,106,2.00087
0.714151,106,1.90555
0.723678,106,2.01913
0.728688,106,2.08066
0.727195,106,2.0622
0.69784,106,1.72119
0.639306,106,1.15683
0.520794,106,0.399148
0.718759,106,1.95993
0.73307,106,2.13551
0.729544,106,2.0913
0.735914,106,2.17163
0.7345,106,2.15362
0.73307,106,2.13551
0.722172,106,2.00087
0.722172,106,2.00087
0.722172,106,2.00087
0.722172,106,2.00087
0.720649,106,1.98253
0.723678,106,2.01913
0.731625,106,2.11732
0.739546,106,2.21837
0.730165,106,2.09904
0.730165,106,2.09904
0.728688,106,2.08066
0.735254,106,2.16322
0.728688,106,2.08066
0.722172,106,2.00087
0.723678,106,2.01913
0.739546,106,2.21837
0.731625,106,2.11732
0.730165,106,2.09904
0.717552,106,1.94559
0.679369,106,1.52722
0.600159,106,0.855324
0.728101,106,2.07339
0.730972,106,2.10912
0.728101,106,2.07339
0.73307,106,2.13551
0.725168,106,2.0373
0.728688,106,2.08066
0.723678,106,2.01913
0.71724,106,1.94189
0.71724,106,1.94189
0.715704,106,1.92376
0.725168,106,2.0373
0.731625,106,2.11732
0.731625,106,2.11732
0.723678,106,2.01913
0.730165,106,2.09904
0.709285,106,1.84922
0.733792,106,2.14464
0.730165,106,2.09904
0.727195,106,2.0622
0.735254,106,2.16322
0.730165,106,2.09904
0.735254,106,2.16322
0.728688,106,2.08066
0.720649,106,1.98253
0.710995,106,1.86889
0.682968,106,1.56381
0.721749,106,1.99577
0.728101,106,2.07339
0.729544,106,2.0913
0.721749,106,1.99577
0.71724,106,1.94189
0.722172,106,2.00087
0.715704,106,1.92376
0.723678,106,2.01913
0.723678,106,2.01913
0.722172,106,2.00087
0.73307,106,2.13551
0.731625,106,2.11732
0.73307,106,2.13551
0.723678,106,2.01913
0.722172,106,2.00087
0.722172,106,2.00087
0.727195,106,2.0622
0.728688,106,2.08066
0.712582,106,1.88726
0.720649,106,1.98253
0.730165,106,2.09904
0.730165,106,2.09904
0.728688,106,2.08066
0.728688,106,2.08066
0.727195,106,2.0622
0.719109,106,1.9641
0.715704,106,1.92376
0.71724,106,1.94189
0.725168,106,2.0373
0.71724,106,1.94189
0.715704,106,1.92376
0.725168,106,2.0373
0.731625,106,2.11732
0.723678,106,2.01913
0.720649,106,1.98253
0.719109,106,1.9641
0.725686,106,2.04364
0.717552,106,1.94559
0.717552,106,1.94559
0.704488,106,1.79481
0.722172,106,2.00087
0.730165,106,2.09904
0.730165,106,2.09904
0.727195,106,2.0622
0.723678,106,2.01913
0.730165,106,2.09904
0.722172,106,2.00087
0.735914,106,2.17163
0.729544,106,2.0913
0.720262,106,1.97789
0.725168,106,2.0373
0.71724,106,1.94189
0.710849,106,1.86721
0.715704,106,1.92376
0.71724,106,1.94189
0.725168,106,2.0373
0.730165,106,2.09904
0.715704,106,1.92376
0.706104,106,1.81302
0.715978,106,1.92698
0.719109,106,1.9641
0.712582,106,1.88726
0.718759,106,1.95993
0.71724,106,1.94189
0.73307,106,2.13551
0.73307,106,2.13551
0.73307,106,2.13551
0.731625,106,2.11732
0.725168,106,2.0373
0.720649,106,1.98253
0.728688,106,2.08066
0.707703,106,1.83116
0.701303,106,1.75928
0.710849,106,1.86721
0.723678,106,2.01913
0.728688,106,2.08066
0.715704,106,1.92376
0.722172,106,2.00087
0.719109,106,1.9641
0.720649,106,1.98253
0.707703,106,1.83116
0.71724,106,1.94189
0.722172,106,2.00087
0.735914,106,2.17163
0.7345,106,2.15362
0.73307,106,2.13551
0.73307,106,2.13551
0.739546,106,2.21837
0.728688,106,2.08066
0.728688,106,2.08066
0.719109,106,1.9641
0.730165,106,2.09904
0.722172,106,2.00087
0.730165,106,2.09904
0.722172,106,2.00087
0.704506,106,1.79502
0.718759,106,1.95993
0.735914,106,2.17163
0.7345,106,2.15362
0.728101,106,2.07339
0.73307,106,2.13551
0.731625,106,2.11732
0.738131,106,2.20008
0.738131,106,2.20008
0.722172,106,2.00087
0.722172,106,2.00087
0.71724,106,1.94189
0.731625,106,2.11732
0.723678,106,2.01913
0.702913,106,1.77719
0.702913,106,1.77719
0.726642,106,2.05539
0.73307,106,2.13551
0.740946,106,2.23656
0.73307,106,2.13551
0.736701,106,2.18169
0.738131,106,2.20008
0.738131,106,2.20008
0.7345,106,2.15362
0.726642,106,2.05539
0.73307,106,2.13551
0.73307,106,2.13551
0.723678,106,2.01913
0.718759,106,1.95993
0.728101,106,2.07339
0.726642,106,2.05539
0.73307,106,2.13551
0.73307,106,2.13551
0.738131,106,2.20008
0.742331,106,2.25466
0.742331,106,2.25466
0.737313,106,2.18955
0.735914,106,2.17163
0.720262,106,1.97789
0.728101,106,2.07339
0.726642,106,2.05539
0.730972,106,2.10912
0.729544,106,2.0913
0.729544,106,2.0913
0.728101,106,2.07339
0.737313,106,2.18955
0.735166,106,2.16209
0.732384,106,2.12686
0.735914,106,2.17163
0.735914,106,2.17163
0.730972,106,2.10912
0.730972,106,2.10912
0.72322,106,2.01357
0.720262,106,1.97789
0.729544,106,2.0913
0.740068,106,2.22513
0.740068,106,2.22513
0.738698,106,2.20738
0.721749,106,1.99577
0.69821,106,1.72523
0.686962,106,1.6051
0.729544,106,2.0913
0.689928,106,1.63622
0.672537,59,1.90601
0.672537,59,1.57713
0.73345,59,2.48154
0.743052,59,2.50797
0.744523,59,2.80454
0.739493,59,2.50797
0.726671,59,2.18497
0.70323,59,2.02346
0.71876,59,2.18497
0.743052,59,2.50797
0.751086,59,2.53441
0.759088,59,2.83098
0.755302,59,2.8574
0.756675,59,2.50797
0.759377,59,2.83098
0.741806,59,2.50797
0.69835,59,1.90601
0.73345,59,2.48154
0.743052,59,2.50797
0.744523,59,2.83098
0.753912,59,2.99247
0.764487,59,3.12756
0.76838,59,3.15398
0.76838,59,3.12756
0.772147,59,2.8574
0.758348,59,2.83098
0.764714,59,3.18042
0.678939,59,1.90601
0.738539,59,2.50797
0.749648,59,2.66947
0.748194,59,2.66947
0.756294,59,2.99247
0.759088,59,2.83098
0.764487,59,3.12756
0.774787,59,2.80454
0.777251,59,3.18042
0.784824,59,3.31549
0.785992,59,3.31549
0.773375,59,3.31549
0.773225,59,3.31549
0.745234,59,2.83098
0.761603,59,2.8574
0.762991,59,2.83098
0.751086,59,2.53441
0.759088,59,2.83098
0.765799,59,2.8574
0.774787,59,2.80454
0.783643,59,3.15398
0.784824,59,3.31549
0.784824,59,3.31549
0.783643,59,3.15398
0.780847,59,3.50342
0.772033,59,2.8574
0.653292,59,1.57713
0.743727,59,2.50797
0.75198,59,2.66947
0.756294,59,2.66947
0.756294,59,2.66947
0.756294,59,2.99247
0.761818,59,2.8574
0.770988,59,3.18042
0.777251,59,3.15398
0.783643,59,3.15398
0.779661,59,3.50342
0.784824,59,3.31549
0.784824,59,3.31549
0.785992,59,3.31549
0.780847,59,3.15398
0.776982,59,3.15398
0.768376,59,3.15398
0.746722,59,2.83098
0.748194,59,2.66947
0.756294,59,2.66947
0.759088,59,2.83098
0.761818,59,2.8574
0.76316,59,2.99247
0.774787,59,2.99247
0.783643,59,3.15398
0.785992,59,3.31549
0.784824,59,3.15398
0.779661,59,3.47699
0.778463,59,2.99247
0.785992,59,3.31549
0.793493,59,3.50342
0.783181,59,3.15398
0.785992,59,3.31549
0.768378,59,3.12756
0.676043,59,1.90601
0.754873,59,2.99247
0.759088,59,2.83098
0.757699,59,2.80454
0.756294,59,2.66947
0.757699,59,2.80454
0.76316,59,2.99247
0.760705,59,2.8574
0.779661,59,3.18042
0.78202,59,3.12756
0.780847,59,3.15398
0.784824,59,3.15398
0.777251,59,3.15398
0.778463,59,2.99247
0.784824,59,3.31549
0.785992,59,3.31549
0.787148,59,3.31549
0.78202,59,3.12756
0.778463,59,3.18042
0.765876,59,3.18042
0.655784,59,1.53015
0.740661,59,2.50797
0.762991,59,2.83098
0.757699,59,2.80454
0.759088,59,2.83098
0.765718,59,2.80454
0.759088,59,2.83098
0.767058,59,2.80454
0.767097,59,2.83098
0.778463,59,3.18042
0.776982,59,3.18042
0.783181,59,3.15398
0.780847,59,3.12756
0.784824,59,3.31549
0.784824,59,3.31549
0.785992,59,3.31549
0.784824,59,3.31549
0.784824,59,3.31549
0.784824,59,3.31549
0.776026,59,2.99247
0.773535,59,2.8574
0.760705,59,2.83098
0.750508,59,2.66947
0.754873,59,2.99247
0.762991,59,2.99247
0.761603,59,2.8574
0.765718,59,2.80454
0.769692,59,3.15398
0.76316,59,2.99247
0.770988,59,3.15398
0.76965,59,3.15398
0.780847,59,3.50342
0.788291,59,3.47699
0.785992,59,3.31549
0.778463,59,3.47699
0.782448,59,3.18042
0.784824,59,3.31549
0.784824,59,3.31549
0.79008,59,3.18042
0.781241,59,3.15398
0.782448,59,3.12756
0.78002,59,3.47699
0.770988,59,3.18042
0.748833,59,2.48154
0.655784,59,1.57713
0.733864,59,2.48154
0.753435,59,2.80454
0.760199,59,2.83098
0.760199,59,2.83098
0.768385,59,2.66947
0.762991,59,2.99247
0.767058,59,2.83098
0.772268,59,2.8574
0.765799,59,2.80454
0.767097,59,2.83098
0.776026,59,2.99247
0.784824,59,3.31549
0.784824,59,3.31549
0.783643,59,3.15398
0.79008,59,3.18042
0.788917,59,3.6385
0.784824,59,3.31549
0.788917,59,3.47699
0.788917,59,3.18042
0.782448,59,3.18042
0.78002,59,3.47699
0.778785,59,3.18042
0.769692,59,3.15398
0.745976,59,2.83098
0.688545,59,1.90601
0.718766,59,2.21139
0.728731,59,2.34648
0.745234,59,2.83098
0.753435,59,2.66947
0.760199,59,2.83098
0.760199,59,2.80454
0.768385,59,2.66947
0.765718,59,2.80454
0.769692,59,3.15398
0.78002,59,3.15398
0.776026,59,2.99247
0.774787,59,2.80454
0.774787,59,2.99247
0.782448,59,3.15398
0.782448,59,3.15398
0.787741,59,3.31549
0.787741,59,3.31549
0.782448,59,3.18042
0.782448,59,3.18042
0.782448,59,3.18042
0.782448,59,3.12756
0.781241,59,3.12756
0.772268,59,2.8574
0.770988,59,2.8574
0.768383,59,3.15398
0.744523,59,2.80454
0.65626,59,1.53015
0.743052,59,2.50797
0.757699,59,2.50797
0.744523,59,2.83098
0.743052,59,2.80454
0.749648,59,2.66947
0.768385,59,2.66947
0.762991,59,2.99247
0.772398,59,3.18042
0.769692,59,3.15398
0.777537,59,3.15398
0.782448,59,3.47699
0.784824,59,3.31549
0.784824,59,3.31549
0.776026,59,3.15398
0.787741,59,3.31549
0.773535,59,2.80454
0.782448,59,3.18042
0.787741,59,3.31549
0.788917,59,3.18042
0.78002,59,3.15398
0.78002,59,3.47699
0.78002,59,3.47699
0.778785,59,2.8574
0.772268,59,2.8574
0.770988,59,2.8574
0.769692,59,2.99247
0.728458,59,2.34648
0.631712,59,1.20127
0.750792,59,2.66947
0.757033,59,2.80454
0.756675,59,2.50797
0.764487,59,3.12756
0.755302,59,2.8574
0.76046,59,2.83098
0.765718,59,2.80454
0.767058,59,2.83098
0.777537,59,3.15398
0.778785,59,2.8574
0.778785,59,3.18042
0.776026,59,2.99247
0.784824,59,3.31549
0.782448,59,3.18042
0.782448,59,3.18042
0.78002,59,3.18042
0.787741,59,3.31549
0.78002,59,3.47699
0.781241,59,3.45055
0.782448,59,3.15398
0.778785,59,3.15398
0.777537,59,3.18042
0.777537,59,3.15398
0.772268,59,2.8574
0.78535,59,3.31549
0.772268,59,2.8574
0.764487,59,2.8574
0.728458,59,2.34648
0.623078,59,1.20127
0.758644,59,2.83098
0.781617,59,3.47699
0.772033,59,2.8574
0.763319,59,3.12756
0.767097,59,2.66947
0.767097,59,2.66947
0.770988,59,2.99247
0.765799,59,2.8574
0.78002,59,3.15398
0.781241,59,3.47699
0.782448,59,3.12756
0.781241,59,3.45055
0.776026,59,2.99247
0.783643,59,3.15398
0.79123,59,3.12756
0.782448,59,3.18042
0.78002,59,3.47699
0.78002,59,3.18042
0.781241,59,3.15398
0.78535,59,3.31549
0.78535,59,3.31549
0.774996,59,2.80454
0.778785,59,3.18042
0.777537,59,3.15398
0.78002,59,3.15398
0.778785,59,2.8574
0.778785,59,3.18042
0.76316,59,3.12756
0.731542,59,2.15853
0.772033,59,2.8574
0.77673,59,3.18042
0.786063,59,3.31549
0.783863,59,3.15398
0.765948,59,2.66947
0.764604,59,2.8574
0.772147,59,2.8574
0.772147,59,3.31549
0.780847,59,3.50342
0.783643,59,3.15398
0.783643,59,3.15398
0.782448,59,3.47699
0.784824,59,3.31549
0.783643,59,3.15398
0.79008,59,3.47699
0.777251,59,3.18042
0.788917,59,3.47699
0.78002,59,3.18042
0.78002,59,3.18042
0.776274,59,2.99247
0.776274,59,3.15398
0.782904,59,3.12756
0.782904,59,3.15398
0.769692,59,2.99247
0.770988,59,2.8574
0.772268,59,2.8574
0.78535,59,3.15398
0.778785,59,2.8574
0.76316,59,3.12756
0.730009,59,2.34648
0.642003,59,1.55364
0.738442,59,2.50797
0.772033,59,2.8574
0.781617,59,3.12756
0.784969,59,3.31549
0.793095,59,3.77357
0.787147,59,3.31549
0.77673,59,3.18042
0.770827,59,2.8574
0.775793,59,2.99247
0.783181,59,3.15398
0.776982,59,3.18042
0.78202,59,3.15398
0.780847,59,3.12756
0.784824,59,3.31549
0.785992,59,3.31549
0.785992,59,3.31549
0.783643,59,3.15398
0.782448,59,3.18042
0.781241,59,3.45055
0.777537,59,3.15398
0.774996,59,2.80454
0.765718,59,2.8574
0.774996,59,2.99247
0.782904,59,3.12756
0.782904,59,3.12756
0.769692,59,2.99247
0.770988,59,2.8574
0.772268,59,2.8574
0.778785,59,3.18042
0.778785,59,2.8574
0.758034,59,2.80454
0.699425,59,1.90601
0.642003,59,1.55364
0.729712,59,2.15853
0.767133,59,2.83098
0.773225,59,2.80454
0.775574,59,3.15398
0.790971,59,3.12756
0.792039,59,3.50342
0.794141,59,3.50342
0.789893,59,3.18042
0.775574,59,2.99247
0.77816,59,3.18042
0.785465,59,3.31549
0.779324,59,3.15398
0.791649,59,3.12756
0.78202,59,3.15398
0.784824,59,3.31549
0.780847,59,3.15398
0.785992,59,3.31549
0.783643,59,3.15398
0.78002,59,3.18042
0.78002,59,3.18042
0.774996,59,2.80454
0.764362,59,2.80454
0.772398,59,2.8574
0.776274,59,3.15398
0.78166,59,3.47699
0.777537,59,3.18042
0.778785,59,3.18042
0.772268,59,2.8574
0.773535,59,2.80454
0.76838,59,2.99247
0.767097,59,2.66947
0.743848,59,2.83098
0.670598,59,1.57713
0.637611,59,1.55364
0.738954,59,2.50797
0.750792,59,2.66947
0.768378,59,3.12756
0.780477,59,3.47699
0.780477,59,3.47699
0.782746,59,3.15398
0.783863,59,3.31549
0.784969,59,3.31549
0.790971,59,3.12756
0.782746,59,3.15398
0.774406,59,2.99247
0.780477,59,3.15398
0.779324,59,3.15398
0.786589,59,3.31549
0.783181,59,3.15398
0.787148,59,3.31549
0.785992,59,3.31549
0.778463,59,3.18042
0.788917,59,3.47699
0.778785,59,2.8574
0.774996,59,2.80454
0.767058,59,2.66947
0.772398,59,2.8574
0.780402,59,3.12756
0.78166,59,3.47699
0.780402,59,3.18042
0.777537,59,3.15398
0.776274,59,2.99247
0.78002,59,3.47699
0.774787,59,2.99247
0.76838,59,3.15398
0.758034,59,2.80454
0.731542,59,2.53441
0.635764,59,1.53015
0.732686,59,2.48154
0.758348,59,2.83098
0.767133,59,2.66947
0.762209,59,3.12756
0.770827,59,3.18042
0.77816,59,2.8574
0.764714,59,2.8574
0.775574,59,2.99247
0.790971,59,3.12756
0.789893,59,3.12756
0.787702,59,3.6385
0.775574,59,2.99247
0.781617,59,3.12756
0.779324,59,3.15398
0.779324,59,3.15398
0.78202,59,3.15398
0.785992,59,3.31549
0.784824,59,3.31549
0.777251,59,3.18042
0.781241,59,3.45055
0.770988,59,2.8574
0.774996,59,2.80454
0.767058,59,2.66947
0.780402,59,3.18042
0.768383,59,3.15398
0.774996,59,2.99247
0.777537,59,3.15398
0.778785,59,2.8574
0.770988,59,2.8574
0.773535,59,2.8574
0.774787,59,2.80454
0.767097,59,2.83098
0.747413,59,2.48154
0.715547,59,2.15853
0.707502,59,2.15853
0.743208,59,2.83098
0.767133,59,2.66947
0.762209,59,3.12756
0.759649,59,2.8574
0.768378,59,3.12756
0.763468,59,3.18042
0.772033,59,2.8574
0.774406,59,2.99247
0.784969,59,3.31549
0.790971,59,3.12756
0.795963,59,3.47699
0.791649,59,3.12756
0.779324,59,3.18042
0.774406,59,2.99247
0.779324,59,3.18042
0.77816,59,3.18042
0.780847,59,3.12756
0.785992,59,3.31549
0.783643,59,3.15398
0.783643,59,3.15398
0.774787,59,2.99247
0.769692,59,2.99247
0.767058,59,2.66947
0.765718,59,2.80454
0.769738,59,3.15398
0.768383,59,3.15398
0.769692,59,2.99247
0.78002,59,3.47699
0.778785,59,3.18042
0.770988,59,3.18042
0.767097,59,2.66947
0.760705,59,2.8574
0.759377,59,2.83098
0.745268,59,2.83098
0.701136,59,2.02346
0.630565,59,1.53015
0.7282,59,2.15853
0.757033,59,2.80454
0.762209,59,3.12756
0.772033,59,3.31549
0.770827,59,2.8574
0.767133,59,2.66947
0.768378,59,3.15398
0.769609,59,2.99247
0.773225,59,2.80454
